AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
USAID,"The objective of this five-year contract is to holistically assist monitoring, evaluation, and learning (MEL) and collaborating, learning and adapting (CLA) over the implementation of the Local Works Program. This will notably include developing a Local Works Monitoring, Evaluation, and Learning Plan (MELP) and reporting results over the course of program implementation.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016521C00002&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$747,746 "
USAID,Communications and Outreach to Celebrate 25 years of USAID-Kosovo Partnership.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016724P00004&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$79,990 "
USAID,Kosovo and Western Balkans Area Studies Course for USAID Foreign Service Officers.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016725P00005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$37,894 "
USAID,"Competitive Contract INSPIRE - Human Rights activity. INSPIRE activity is to empower citizens and government institutions to improve the overall human rights protections, provided services, and employment prospects for BiH's most vulnerable persons.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016820C00002&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$8,769,193 "
USAID,Countering Ethno-Nationalism activity,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016824F00002&modNumber=0&idvAgencyID=&idvPIID=7200AA23D00010&contractType=AWARD,"$7,498,307 "
USAID,"New Monitors per QUOTE#: B-513086 Details Manufacturer Mfg# Description Quantity Price Total Dell210-BBCL Dell P2725H 27in Monitor [47QTCA18D008H] USAIDSTANDARD CONFIGURATION 20 $305.00 $6,100.00 Dell Inc.210-BKHY Dell P3424WE 34 Curved USB-C Hub Monitor[47QTCA18D008H] 33 $564.00 $18,612.00 IT-AID-A-DELL Asset Tagging and Inventory Update Only 53 $13.90 $736.70 40155 CEW-FREIGHT 1 $5,377.28 $5,377.28",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016824F50002&modNumber=0&idvAgencyID=&idvPIID=72MC1019A00001&contractType=AWARD,"$30,826 "
USAID,iPhone purchasing for the Mission,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72016924F00001&modNumber=0&idvAgencyID=&idvPIID=72MC1023D00002&contractType=AWARD,"$97,390 "
USAID,"IGF::OT::IGF This project will employ a market-driven systems approach to improve the competitiveness of horticulture producers and related down-stream businesses and food processors by building their capacities to respond to demand from domestic and international buyers and fully meet their market requirements. Meeting the demands of the market will necessitate adoption of international food quality and safety standards for horticulture crops destined for both international and domestic markets, including food processors, supermarkets, and restaurant chains.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026318C00004&modNumber=P00016&idvAgencyID=&idvPIID=&contractType=AWARD,"$71,332,063 "
USAID,Economic Governance Activity,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026320F00012&modNumber=P00010&idvAgencyID=&idvPIID=7200AA18D00008&contractType=AWARD,"$38,648,518 "
USAID,A&A senior specialist.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026323F50006&modNumber=P00003&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$350,443 "
USAID,close out specialist.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026323F50007&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$79,887 "
USAID,Elevator maintenance,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026323P00025&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$30,240 "
USAID,Support consultations to Office of Economic Growth,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026324F50001&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$91,255 "
USAID,New award through Purchase Order (PO) to provide technical assistance and monitoring services in order to facilitate procurement of equipment for the North Sinai Governorate.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026324P00008&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$3,198,523 "
USAID,"To procure, deliver, and install Fab Labs equipment and corresponding training to equip up to nine (9) Science, Technology, Engineering, and Mathematics (STEM) high schools with laboratory equipment and materials.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026324P00064&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$4,914,487 "
USAID,BUSINESS COMPETITIVENES AND JOB CREATION INITIATIVE - BCJCI,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026720F00002&modNumber=P00007&idvAgencyID=&idvPIID=72026719D00001&contractType=AWARD,"$28,126,860 "
USAID,Support Services to USAID/Iraq,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026722F50002&modNumber=P00010&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$3,795,307 "
USAID,"IGF::OT::IGF This is the second Task Order (Task Order 2) for performing tasks per the enclosed Performance Work Statement for task Order 2. Task Order 2 has a period of performance of three years, is in the Total Estimated Cost of $16,154,623. OAA is requested to commit and obligate the amount of $4,678,986 in available FY 2017/2018 ES-OCO funds and FY 2017/2018 ES-OCO-S for Task Order 2.IGF::OT::IGF",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026818F00003&modNumber=P00014&idvAgencyID=&idvPIID=72026818D00005&contractType=AWARD,"$27,904,623 "
USAID,"This requisition is to initially fund the new EG Agriculture and Rural Empowerment (ARE) activity to support rural economies in Lebanon. ARE will work on agriculture, agro-food and other non-agricultural rural industries to increase the incomes and create jobs for rural populations.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026820C00001&modNumber=P00015&idvAgencyID=&idvPIID=&contractType=AWARD,"$56,775,503 "
USAID,Architecture and Engineering Mission Support Program (A&E-MSP) Task Order 2 (TO2),,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026822F00001&modNumber=P00007&idvAgencyID=&idvPIID=72026819D00002&contractType=AWARD,"$8,179,168 "
USAID,Two year (1 base year and 1 option year) call order under the Middle East and North Africa Institutional Support Services (MENA-ISS) Blanket Purchase Agreement (BPA) for the Senior Acquisition and Assistance Specialist.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026823F50002&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$511,203 "
USAID,Order under the Middle East and North Africa Institutional Support Services (MENA-ISS) Blanket Purchase Agreement (BPA) for for the Program Development Specialist for USAID/Lebanon,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72026823F50005&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$276,929 "
USAID,Program Specialist (Syria-START),,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027622F50001&modNumber=P00004&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$926,594 "
USAID,"The purpose is to improve agricultural value chains and household resilience through market-strengthening approaches that enhance food security, create sustainable employment opportunities, support private sector-led growth, and address climate-related constraints in agriculture.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027623C00002&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$42,479,132 "
USAID,Local Works Consultant for USAID/Syria,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027623F50002&modNumber=P00002&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$439,035 "
USAID,Local Works Senior Program Specialist,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027624F50001&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$872,483 "
USAID,"This Task Order will support the restoration of essential services, strengthen good governance, and enable economic recovery in Syria.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027820F00001&modNumber=P00025&idvAgencyID=&idvPIID=72027820D00002&contractType=AWARD,"$49,890,012 "
USAID,Order Senior Project Manager Services,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027822F50025&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$449,852 "
USAID,"To establish a Blanket Purchase Agreement Call with Vistant to support USAID/Jordan Financial Management Office (FMO) (as detailed in the Order Requirements Form). The primary purpose of the Financial Analyst (FA) position is to serve as a full member of one or more Development Objective Teams (DOTs) and provide expert financial and audit management advisory and evaluation services for programs managed by the assigned DOTs. As such, she performs analysis (or oversees the performance of these analysis by outside consultants) to determine that financial feasibility is demonstrable, potential financial problems are identified and addressed, funding levels are adequate for accomplishing project results, all budgetary requirements have been identified and provided for, estimated management monitoring have been provided for, proposals are within the capabilities of prospective Implementing Partners (IPs), and where applicable, IP’s management of previous projects has been adequate. Analysis involves on-site reviews to assure that proper accounting and internal control procedures are being followed, controls are adequate to ensure appropriate utilization of USAID funding and resource flows are consistent with project/activity progress. She is also responsible for assisting in building managerial capacity of implementing agencies of the Government of Jordan (GOJ), Non-Governmental Organizations (NGOs) and contractors through the performance of assessments and reviews. The FA also executes reviews of mission management controls and monitors mission compliance with USAID policy and US Government regulatory requirements. The total amount is $249,839.49. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of materials and/or services - or - after receipt of a proper invoice whichever is later. Performance period: The performance period of this purchase order is from November 26, 2023 to November 25, 2024. A & A Specialist - Issa Qubein",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027823F50011&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$514,819 "
USAID,Order Senior Project Manager Services,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027823F50013&modNumber=P00001&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$584,097 "
USAID,"This is an annual Firm Fixed Price Purchase Order with AMIDEAST to test applicants for Test of English for International Communication (TOEIC) as a hiring requirement for USAID Jordan, SRP and Yemen. The total amount for this order is 33,750.00 JOD, equivalent to 47,669.50 USD distributed as follows: - SRP OE Funds: 1,350.00 JOD, equivalent to 1,906.78 USD - SRP PRG Funds: 5,400.00 JOD, equivalent to 7,627.12 USD - Jordan OE Funds: 13,500.00 JOD, equivalent to 19,067.80 USD - Jordan PRG Funds: 13,500.00 JOD, equivalent to 19,067.80 USD -Cost per test per participant = 27.00 JOD, equivalent to 38.14 USD Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of materials and/or services - or - after receipt of a proper invoice whichever is later. Performance period: From April 03rd, 2024 to April 02nd, 2025. A & A Specialist - Tariq M. Al-Jahmi",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027824P00030&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$47,670 "
USAID,"To renew the DevResults Hosting Software subscription for one year (October 01, 2024 to September 30, 2025). The total amount is 84,500.00 USD, equivalent to 59,826.00 JOD . Prompt Payment: Bills are to be paid in advance of the service within 30 days after receipt and acceptance of a proper invoice. Invoices should be sent to Amman.FMO.AP@usaid.gov (electronic copy). Performance period: From October 01, 2024 to September 30, 2025. A & A Specialist - Tariq M. Al-Jahmi",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027824P00069&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$84,500 "
USAID,"To hire Nour Emam as a Technical Advisor (Lawyer) as detailed in the Order Requirements Form. The total amount is $50,401.94. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of materials and/or services - or - after receipt of a proper invoice whichever is later. Performance period: The performance period of this purchase order is December 01, 2024 to March 13, 2025. A & A Specialist - Issa Qubein",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027825F50004&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$50,402 "
USAID,"BPA call for Supplemental Language Program for eligible candidates with the Arabic Language tutor Al Baher . The total amount of this BPA call for one year is $44,000.00, equivalent to 31,152.00 JOD. - The price per hour is 18.00 JOD per student, equivalent to $25.42 (as per offer). - Class duration: 1 – 2 hours - Class location: Virtual or in person (Embassy/as per agreed with the student) - Class cancelation notice: 10 hours in advance - A free trial class will be offered to each potential student Prompt Payment: Bills are to be paid on monthly basis within 30 days after receipt and acceptance of materials and/or services - or - after receipt of a proper invoice whichever is later. Invoices should be sent to Amman.FMO.AP@usaid.gov (electronic copy). Performance period: From December 04th, 2024 to November 30th, 2025. A & A Specialist - Tariq M. Al-Jahmi",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027825F50007&modNumber=0&idvAgencyID=&idvPIID=72027825A00001&contractType=AWARD,"$44,000 "
USAID,Economic Recovery and Livelihoods Program (ERLP),,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027920M00001&modNumber=P00016&idvAgencyID=&idvPIID=GS00F303CA&contractType=AWARD,"$45,915,039 "
USAID,Education Program Manager for USAID/Yemen,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027922F50005&modNumber=P00003&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$594,029 "
USAID,Development Outreach and Communications Specialist for USAID/Yemen,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027923F50002&modNumber=P00002&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$458,348 "
USAID,Local Works Hygiene Promotion Activity,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027924P00003&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$55,000 "
USAID,Public Health Technical Advisor,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72027925F50001&modNumber=0&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$259,221 "
USAID,Accounting Technician and Budget Specialist,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72028022F50005&modNumber=P00004&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$431,100 "
USAID,25x iphones for Frankfurt,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72028024F00001&modNumber=0&idvAgencyID=&idvPIID=72MC1023D00002&contractType=AWARD,"$37,407 "
USAID,WBG/EGI - MEPPA - Building Regional Economic Bridges (BREB) Activity,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029422C00003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$87,624,932 "
USAID,WBG-MEPPA: Hire the services of Special Advisor for Middle East Partnership for Peace Act (MEPPA) Implementation under the PCMG contract,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029422F50002&modNumber=P00009&idvAgencyID=&idvPIID=72028021A00002&contractType=AWARD,"$2,729,124 "
USAID,Award a BPA Call Order for the West Bank and Gaza Mission Order No. 21 Compliance review under BPA No. AID-294-E-17-00002.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029422F50003&modNumber=0&idvAgencyID=&idvPIID=AID294E1700002&contractType=AWARD,"$66,502 "
USAID,Non-Revenue Water Management Project,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029423F00002&modNumber=P00003&idvAgencyID=&idvPIID=7200AA22D00018&contractType=AWARD,"$46,102,450 "
USAID,WBG-PSO: Compliance Reviews for Mission's Activities - Ernst & Young,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029423F50001&modNumber=0&idvAgencyID=&idvPIID=AID294E1700001&contractType=AWARD,"$66,810 "
USAID,"Annual Line connection, Internet connections and Wi-Fi (HOT) for 2 lines in Tel Aviv and Jerusalem offices. The monthly chargers of each line is NIS 1400. Qty 2 lines - Total NIS 2800 + VAT per month. Grand total NIS 33,600.00 per year. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD. Performance period: The performance period of this purchase order is from Oct 1, 2023 through Sept 30, 2024 with an option of an additional Two years through Sept 30, 2026 subject to the availability of funds appropriated annual by the Congress of the United States of America. The contract for the convenience of the government may be terminated in full or in part at any time with an advance notice of two weeks. A & A Specialist - Suheil Ghattas",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029423P00034&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$38,224 "
USAID,"Annual Line connection, Internet connections and services (Partner) for 3 lines in Tel Aviv and Jerusalem offices. The vendor will provide three ISP internet lines through Partner Company including IP telephones. The cost is as follows: Line code # 30-9024311 - 100MB - monthly cost NIS 1100.00 Line code # 30-9024312 - 100MB - monthly cost NIS 1100.00 Line code # 30-9012524 - 200MB - monthly cost NIS 1840.00 Grand total monthly cost for the above 3 lines is NIS 4040 + VAT - Grand yearly cost for the above 3 lines is NIS 48,480.00 + VAT Performance period: The performance period of this purchase order is from Oct 1, 2023 through Sept 30, 2024 with an option of an additional Two years through Sept 30, 2026 subject to the availability of funds appropriated annual by the Congress of the United States of America. The contract for the convenience of the government may be terminated in full or in part at any time with an advance notice of two weeks. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD. A & A Specialist - Suheil Ghattas",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029423P00035&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$31,104 "
USAID,"Renewal of TDY Suite/apartment at Notre-Dame hotel in Jerusalem for the use of mission employees. A rental fee of $3883 per month. Total of the rent per year is $ 37000. Additional 30 nights @ a price of $200 per night total of $6000. Payment of the additional night will be paid monthly on actual use. Performance period: The performance period of this purchase order is from Oct 1, 2023 through Sept 30,2024 with an option period of an additional one year through Sept 30, 2025 subject to the availability of funds appropriated annually by the Congress of the United States of America. The contract for the convenience of the government may be terminated in full or in part at any time with an advance notice of two weeks. Payment Method: Annual payment will be paid in advance to cover the cost of the annual rent of the apartment only. The additional $ 6000 will be paid on actual use approved by Travel office. No VAT is needed under this Purchase Order. A & A Specialist – Suheil Ghattas",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029423P00038&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$86,000 "
USAID,"INC3448031 Dated 06/28/2024 - The contractor will provide the following: Hardware C920E HD 1080P MIC-ENABLED WEBCAM TAA COMPLIANT QTY 50.00 Rate $72.38 Total $3,619.00 Hardware Logitech 3.5 mm Analog Stereo Headset H151 with Boom Microphone QTY 40.00 Rate $23.13 Total $925.20 Hardware Logitech PTZ camera QTY 1.00 Rate $472.81 Total $472.81 Hardware 0001: iPad Pro (12.9"" 6th Gen) 256GB Wi-Fi & Cellular w/ Screen Protector and Smart Keyboard/Pencil Kit (A2764) QTY 6.00 Rate $1,962.06 Total $11,772.36 Hardware 0001: iPhone 15 Pro Max (6.7"") 256GB w/ Screen Protector and Case Kit (A2849) (eSIM ONLY) QTY 40.00 Rate $1,554.89 Total $62,195.60 Hardware LOGITECH - COMPUTER ACCESSORIES MK370 COMBO FOR BUSINESS QTY 70.00 Rate $43.50 Total $3,045.00 Hardware Logitech High-performance USB Headset H540 QTY 30.00 Rate $38.125 Total $1,143.75 Delivery C... Delivery Charge 1.00 $2,500.00 Ship To Address: USAID\Attn. Suheil Ghattas / GSO US Embassy Branch Office 71 Hayarkon Street Tel Aviv 6343229 Israel",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00003&modNumber=0&idvAgencyID=&idvPIID=72MC1023D00002&contractType=AWARD,"$85,674 "
USAID,Build 4 Tomorrow - Jenin Wastewater Management System and Reuse Project,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00005&modNumber=P00001&idvAgencyID=&idvPIID=72029424D00005&contractType=AWARD,"$44,814,528 "
USAID,Build 4 Tomorrow - Jenin & Qalqilya Youth Development Resource Centers Project,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424F00006&modNumber=0&idvAgencyID=&idvPIID=72029424D00007&contractType=AWARD,"$7,388,573 "
USAID,Debt Relief Assessment- FY2024,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00024&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$36,340 "
USAID,The contractor will perform 11 financial audits under the USAID mission awards.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00025&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$53,180 "
USAID,Packing security equipment to be shipped back to US. Estimated amount $1600 + VAT. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00029&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$30,506 "
USAID,"The contractor will provide IT hardware, racks, cabling and wiring for Agron new office per the attached price quote dated Sept 12, 2024. Total price is NIS 105,000 + VAT. An amount of NIS 15000 is added to the Purchase order in case other items needed to be purchase through the implemtation of the project. All additional goods or labor need to be approved by COR Sari Tahhan in advance before process. Grand total amount of this purchase order is NIS 120,000 + VAT. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00039&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$34,286 "
USAID,"The purpose of this order to purchase 32 desk office chairs for Agron office and Mamilla office. The cost of each chair is NIS 3273.37. QTY 32 - Total NIS 104,747.84 Shipping fees NIS 15,300 & Installation charges NIS 2500 Grand total of this purchase order is NIS 122,547.84 + VAT. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00048&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$35,014 "
USAID,"The purpose of this order is to reserve up to 100 rooms at the Legacy hotel in Nazareth for the mission wide retreat. The cost includes meeting rooms, lodging and meals for mission overnight. Estimated performance period is Nov 20 to Nov 21, 2024 and can be change. Notice will be given to the vendor asap or based on the below cancelation policy. Estimated amount obligated under this purchase order is $32,000 + VAT. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Payment will be made on actual rooms used and number of attendees. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD. Cancelation Policy: Cancelation due to 07.11.2024 without cancelation fees. Cancelation after 07.11.2024 will be treated as follows: 10% of the total amount of the offer to be paid. OR re-scheduling another dates for the same offer, to be held before 31.12.2024. In case of emergency, or as per the political situation, cancelation will be confirmed, free of charge. A & A Specialist - Suheil Ghattas",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00051&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$32,000 "
USAID,"The purpose of this order is to purchase and install new carpets for both offices in Jerusalem and Tel Aviv. The total amount of this purchase order includes 1400 M carpets, 1400 M panels, remove of old carpets & panels and the labor for installing the new ones. Grand total amount is NIS 340,200 + VAT. Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later. Payment will be done on actual quantities and labor provided by the contractor and approve by CTO. Note: VAT is not included under this Purchase Order. 17% VAT will be paid through MOD.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029424P00054&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$97,142 "
USAID,Acquiring the services of the audit firm to perform financial audits and engagements from the FY 2025 Mission's annual audit plan.,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029425P00007&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$35,315 "
USAID,Perform selected audits and engagements from the Mission's FY 2025 audit plan,,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029425P00009&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$69,000 "
USAID,"INC3653571 Purchase order for iPhones and IT accessories from CIO. Price Quote dated 12/26/2024. Hardware: Keyboard Wireless kit, MK370 COMBO with wireless mouse QTY 60.00 unit Rate $43.44 Total price $2,606.40 Hardware 0001: iPhone 16 Pro Max (6.9"") 256GB w/ Screen Protector and Case Kit (eSIM ONLY) QTY 40.00 Rate $1,554.89 Total price $62,195.60 Hardware USB-C to USB-A converter QTY 12 Rate $11.25 Total Price $135.00 Hardware Anker Braided USB-C to USB-C Cable (3 ft, 60W) QTY 12 Rate $4.00 Total Price $48.00 Hardware Eaton Tripp Lite Series USB-C Extension Cable (M/F) 6ft QTY 12 Rate $18.75 Total Price $225.00 Hardware Logitech laser presentation remote (R800 LASER) QTY 6.00 Rate $54.38 Total amount $326.28 Delivery C... Delivery Charge 1.00 $2,300.00 Grand total $67,836.28 Shipping to 71 Hayarkon street, Tel Aviv Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029425P00011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$67,836 "
USAID,"Quote Number: B-520686 dated 12/16/2024 Purchase of Network Printer & Monitors as below: HP T3U56A#AAZ CLIN 0011F 220V HP Color LaserJet Enterprise Flow MFP M776zs (220v) [47QTCA18D008H] QTY 1 Unit price $6,334.35 ? DELL 210-BBCE Dell P2425H 24in Monitor [47QTCA18D008H] QTY 40 Unit price $268.00 Total price $10,720.00 4 IT-AID-A-DELL Asset Tagging and Inventory Update Only QTY 41 $13.90 total price $569.90 5 40155 CEW-FREIGHT QTY 1 total price $8,454.23 Subtotal:$26,078.48 Quote Number: B-520686 dated 12/16/2024 Purchase of Network Printer & Monitors Prompt Payment: Bills are to be paid within 30 days after receipt and acceptance of material and/or services - or - after receipt of a proper invoice whichever is later.",,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72029425P00012&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$26,078 "
